ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US)
2391,"The incident information browser shall allow a user to view incident-related information using a web browser capable of supporting HTML 4.01, JavaScript (ECMA262 edition 3), and XML 1.0.",,,,,,,,,,,,
2392,The DUAP Presentation Services shall include a user interface for browsing traveler information.,,,,,,,,,,,,
2393,"The traveler information browser shall allow a user to query traveler-related information using a web browser capable of supporting HTML 4.01, JavaScript (ECMA262 edition 3), and XML 1.0.",,,,,,,,,,,,
2394,"The traveler information browser shall allow a user to view traveler-related information using a web browser capable of supporting HTML 4.01, JavaScript (ECMA262 edition 3), and XML 1.0.",,,,,,,,,,,,
2395,The DUAP Presentation Services shall include a user interface for browsing asset condition information.,,,,,,,,,,,,
2396,"The asset condition information browser shall allow a user to view asset condition-related information using a web browser capable of supporting HTML 4.01, JavaScript (ECMA-262 edition 3), and XML 1.0.",,,,,,,,,,,,
2397,The DUAP Computational Services shall be able to derive bridge surface conditions from probe vehicle data.,,,,,,,,,,,,
2398,The DUAP System shall conform to IT standards established by the Michigan Department of Information Technology (MDIT).,,,,,,,,,,,,
2399,The DUAP System shall be able to derive roadway surface conditions from probe vehicle data.,,,,,,,,,,,,
2400,The DUAP System shall be able to collect Origin/Destination (O/D) data.,,,,,,,,,,,,
2401,The DUAP System shall collect roadway traffic data.,,,,,,,,,,,,
2402,The DUAP data elements shall include roadway event information data fields corresponding to the SAE J2354 structure as enumerated in APPENDIX F - SAE J2354 EventInformation Elements.,,,,,,,,,,,,
2403,The DUAP Input Services shall include roadway traffic data fields corresponding to the SAE J2354 structure as enumerated in APPENDIX G - SAE J2354 LinkTrafficInformation Elements.,,,,,,,,,,,,
2404,The DUAP Input Services shall be able to collect roadway traffic data from the MITS Center using the MITS traffic data interface.,,,,,,,,,,,,
2405,The DUAP Input Services shall be able to collect roadway traffic data from the Western Michigan Traffic Management System (WMTMS) using the WMTMS interface.,,,,,,,,,,,,
2406,The DUAP Input Services shall be able to collect roadway traffic data from the RCOC system using the RCOC system interface.,,,,,,,,,,,,
2407,The DUAP Input Services shall be able to collect roadway traffic data from the Road Commission of Macomb County (RCMC) system using the RCMC system interface.,,,,,,,,,,,,
2408,The DUAP Input Services shall be able to collect roadway traffic data from NAVTEQ Corporationâ€™s Traffic.com using the Traffic.com interface.,,,,,,,,,,,,
2409,The DUAP Input Services shall be able to collect roadway traffic data from the Traffic Monitoring System for Highways (TMS/H) using the TMS/H interface.,,,,,,,,,,,,
2410,The DUAP Input Services shall be able to collect traffic data from the Ann Arbor Traffic Management Center (TMC) system using the Ann Arbor TMC interface.,,,,,,,,,,,,
2411,The DUAP Input Services shall be able to collect traffic data from the Detroit TMC system using the Detroit TMC interface,,,,,,,,,,,,
2412,The DUAP Input Services shall be able to collect traffic data from the Superior and Traverse City North Regions TMC system using the Superior and Traverse City North Regions TMC interface.,,,,,,,,,,,,
2413,The DUAP Input Services shall be able to collect traffic data from the Statewide TMC system using the Statewide TMC interface.,,,,,,,,,,,,
2414,The DUAP System shall be able to collect traveler information.,,,,,,,,,,,,
2415,The DUAP Input Services shall be able to include weather condition fields corresponding to the SAE J2354 WeatherInformation structure as enumerated in APPENDIX E -SAE J2354 Weather Information Elements.,,,,,,,,,,,,
2416,The DUAP System shall be able to collect road condition data.,,,,,,,,,,,,
2417,The DUAP Input Services shall be able to collect Clarus weather data as enumerated in APPENDIX D -Weather Data Elements from Clarus.,,,,,,,,,,,,
2418,The DUAP Input Services shall be able to collect weather data from Michigan Department of Natural Resources (MDNR) weather information systems using the MDNR interface.,,,,,,,,,,,,
2419,The DUAP Computational Services shall be able to derive pavement surface conditions from probe vehicle data.,,,,,,,,,,,,
2420,The DUAP System shall collect probe vehicle data.,,,,,,,,,,,,
2421,The DUAP data elements shall include probe vehicle data fields corresponding to the SAE J2735 format as enumerated in APPENDIX C - SAE J2735 Probe Data Elements.,,,,,,,,,,,,
2422,The DUAP Input Services shall be able to collect probe vehicle data from the VII Proof of Concept (POC) Probe Data Service (PDS) using the X-031 interface.,,,,,,,,,,,,
2423,The DUAP Input Services shall be able to collect probe vehicle data from the Chrysler Fast Feedback (telematics demonstration) fleet using the Chrysler telematics interface.,,,,,,,,,,,,
2424,The DUAP Input Services shall be able to collect probe vehicle data from Southeast Michigan Snow and Ice Management (SEMSIM) using the SEMSIM interface.,,,,,,,,,,,,
2425,The DUAP Input Services shall be able to collect probe vehicle data from Suburban Mobility Authority for Regional Transportation (SMART) Transit using the SMART Transit interface.,,,,,,,,,,,,
2426,The DUAP Input Services shall be able to collect probe vehicle data from The Rapid Transit using the â€œThe Rapid Transitâ€� interface.,,,,,,,,,,,,
2427,The DUAP Input Services shall be able to collect probe vehicle data from Ann Arbor Transit using the Ann Arbor Transit interface.,,,,,,,,,,,,
2428,The DUAP Input Services shall be able to collect probe vehicle data from the MDOT fleet using the MDOT probe vehicle data interface,,,,,,,,,,,,
2429,The DUAP Input Services shall be able to collect probe vehicle data from truck fleets using the truck fleetsâ€™ interfaces.,,,,,,,,,,,,
2430,The DUAP Input Services shall be able to collect probe vehicle data from the car rental fleets using the car rental fleetsâ€™ interfaces.,,,,,,,,,,,,
2431,The DUAP System shall be able to collect weather data.,,,,,,,,,,,,
2432,The DUAP Input Services shall be able to collect weather data from the Road Commission for Oakland County (RCOC) Road Weather Information Systems (RWIS) using the RCOC RWIS interface.,,,,,,,,,,,,
2433,The DUAP Input Services shall be able to collect weather data from the MDOT RWIS using the MDOT RWIS interface.,,,,,,,,,,,,
2434,The DUAP Input Services shall be able to collect weather data from MDOT Aeronautics Automated Weather Observing System (AWOS) using the AWOS interface.,,,,,,,,,,,,
2435,The DUAP Input Services shall be able to collect road condition data from Traffic Management Systems (TMS) using the TMS interface.,,,,,,,,,,,,
2436,The DUAP Input Services shall be able to collect probe vehicle data from Detroit Department of Transportation (DDOT) Transit using the DDOT interface.,,,,,,,,,,,,
2437,The DUAP System shall log Input Services data transactions.,,,,,,,,,,,,
2438,The DUAP Computational Services shall be able to derive speed from probe vehicle data.,,,,,,,,,,,,
2439,The DUAP Computational Services shall be able to derive congestion level based on volume to capacity from probe vehicle data.,,,,,,,,,,,,
2440,The DUAP Computational Services shall be able to derive traffic counts from probe vehicle data.,,,,,,,,,,,,
2441,The DUAP Computational Services shall be able to derive traffic distribution (occupancy) from probe vehicle data.,,,,,,,,,,,,
2442,The DUAP Computational Services shall be able to derive freeway queue length from probe vehicle data.,,,,,,,,,,,,
2443,The DUAP Computational Services shall be able to derive arterial queue length from probe vehicle data.,,,,,,,,,,,,
2444,The DUAP Computational Services shall be able to derive travel time from probe vehicle data.,,,,,,,,,,,,
2445,The DUAP Computational Services shall be able to derive turning movements from probe vehicle data.,,,,,,,,,,,,
