ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US),AI_Model,AI_Confidence,AI_Rationale
3240,The VCD system MUST provide an interface where the economic operator can request the creation of a VCD package.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability — providing an interface to allow an economic operator to request creation of a VCD package — which is a functional behavior. It does not specify availability, performance, security, usability, or other non-functional concerns."
3241,The VCD system MUST have an interface to receive and process the information (mapping of evidence) provided by the pre-VCD mapping tool.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.85,"This statement specifies a required capability (an interface to receive and process mapping data from a pre-VCD tool), which is a functional requirement. It does not explicitly state availability, security, performance, portability, usability, or other non-functional concerns."
3242,The VCD system MUST provide a functionality that suggests a possible compilation of the VCD to the economic operator according to the tender-specific criteria.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"This sentence specifies a required system capability (provide a functionality that suggests a possible compilation of the VCD based on tender-specific criteria). It describes what the system must do (functional behavior). No non-functional qualities such as performance, security, availability, usability, etc., are explicitly stated."
3243,The VCD system MUST provide a functionality where the economic operator can decide which particular attestation services should be invoked and collected.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.85,"The statement specifies a required capability (ability for an economic operator to select which attestation services are invoked), which is a functional requirement. It does not mention availability, performance, security, or other quality attributes."
3244,The VCD system MUST provide a functionality that displays the attestation services that cannot be invoked automatically and that have to be manually added by the economic operator.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"The requirement specifies a system capability to display certain attestation services (a clear functional behavior). It does not mention availability, performance, security, usability, or any other quality attribute."
3245,The VCD system must provide a functionality to request attestations that can be collected automatically via an issuing body.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability to request attestations and automatically collect them via an issuing body, which defines functional behavior. It does not explicitly state availability, performance, security, or other quality attributes."
3246,The VCD system MUST have an interface/technical access to retrieve attestations that can be automatically retrieved from issuing bodies.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"The statement specifies a required system interface/technical access to retrieve attestations automatically from issuing bodies — this describes required functionality (integration capability). It does not mention availability, security, performance, or other non-functional qualities."
3247,The VCD system MUST have a functionality to extract structural data of evidence from attestations that can be retrieved automatically.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.85,"The requirement specifies a system functionality to extract structural data from attestations and to retrieve it automatically, which is a functional behavior. It does not explicitly state availability, fault tolerance, security, performance, usability, or other non-functional concerns."
3248,The VCD system MUST have an interface to submit/upload evidence that have to be provided manually by the economic operator.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.88,"Specifies that the system must provide an interface to submit/upload evidence — a functional requirement describing system behavior. It does not specify usability, security, availability, or other quality attributes."
3249,The evidence submitted to the VCD system MUST correspond to the mapping information suggested by the VCD system (or the pre-VCD mapping tool).,1,0,0,0,0,0,0,0,0,0,1,0,gpt-5-mini,0.78,"Requirement mandates system behavior to enforce that submitted evidence matches mapping information (functional). It also implies data integrity/consistency which aligns with security (integrity) concerns, so SE is set. Other NFRs are not implied."
3250,The VCD system MUST provide an interface where an economic operator can add structural data of evidence that belong to specific evidence.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,Requirement specifies a system interface and capability to add structural evidence data—this is a functional requirement. No non-functional quality attributes are mentioned.
3251,The VCD system SHOULD provide an interface where a translator/economic operator can submit certified translations to specific evidence.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement specifies a system capability (an interface allowing translators/economic operators to submit certified translations linked to evidence), which is a functional requirement. It does not specify availability, performance, security, usability, or other quality attributes."
3252,The VCD system MUST provide and interface where the economic operator can initiate the compilation process.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.84,"Specifies a functional capability: the system must provide an interface for an economic operator to initiate the compilation process. No non-functional constraints (performance, security, availability, etc.) are mentioned."
